dataA,dataB
62842,10554
58320,13502
7398,5392
59972,14256
70035,9589
13826,6167
77509,5208
41137,6155
22793,6833
43442,5765
8595,7038
29349,7918
75342,9881
79786,8156
43977,6331
31563,13064
29695,14166
65214,9111
34766,9247
47524,9741
2102,6773
28477,11508
58698,12053
14060,6218
48585,7143
43677,6313
15022,9663
52721,7985
75901,10776
44409,10612
47738,11463
54200,12935
731,5721
26906,12107
21424,12444
73314,10560
18878,9874
29967,12899
43638,11958
44360,11949
16612,13903
43782,10585
963,11458
73526,9016
24438,13974
71548,13019
44519,13662
54912,9723
58042,13708
19880,14484
77394,14678
7941,5695
43473,11205
72508,8292
70536,13471
67908,9904
65667,6159
70612,8334
4657,9443
49626,12137
15657,10499
34576,6103
30054,10270
21773,11413
57084,9753
71277,7905
74177,7171
42745,14822
39149,5997
40462,10679
50057,8319
39625,11442
13337,6445
52026,4952
10871,5635
3160,11941
79593,13140
78649,10814
53496,6827
56545,8361
33894,10460
57992,13019
63551,5570
23936,13177
46413,6470
30915,14199
32713,8242
65659,14142
34505,14049
59766,9194
51518,11438
79848,9703
22461,10450
22357,13210
31040,6271
57733,5356
27059,6263
54880,14930
7789,11662
34618,13739
55828,7075
19517,5095
10292,10295
52155,4980
42330,5159
4521,7392
75143,12032
8995,9758
48187,9663
764,13960
63694,9571
431,5219
23358,12074
38575,10232
117,9841
2677,9986
35691,5874
67674,9520
12178,9210
62558,15003
4652,13789
63943,5718
6387,6122
69967,5652
69852,10339
40160,13803
24990,6066
69573,11657
60006,10132
68345,9122
78056,6792
54532,12252
609,9260
51882,8477
48109,12268
56173,5802
46707,7255
38111,9331
10192,6942
43367,11944
22408,14667
33508,7886
59164,8535
47258,8113
3729,13137
36716,13394
4502,13110
29765,10379
57596,14278
62443,13684
64330,10381
20894,13067
42530,10750
37875,7850
36455,13715
14098,6082
28464,6642
11032,11114
23228,12720
78273,8106
18928,5216
59900,10840
66239,5332
32032,5807
43642,10643
5661,8924
17389,12924
14164,12857
76251,9565
47299,11176
4872,6112
43348,9193
1368,14020
47708,9603
32003,8611
53868,12113
3562,14302
60747,6674
53895,13787
39711,13521
72248,5294
50093,9104
42130,7873
17587,10976
10961,8240
21306,6518
35734,11987
17072,6162
66080,8913
17288,5986
20830,9197
71597,5412
23081,8112
29192,9455
61442,6133
1841,13666
33815,9646
73984,10322
78568,7788
55860,14116
32332,6402
32655,8797
5131,14560
48293,5319
9983,9645
2410,8058
74614,8666
27764,15175
35105,5958
51724,7325
21609,9917
30660,12472
37345,7656
45637,12676
43463,14688
70879,7123
43599,10409
46336,11537
74365,8143
32024,10534
37000,8735
26430,12194
50231,10788
40687,8035
57168,12836
50140,8106
5039,6529
52194,7301
31305,13246
10931,9132
38710,12585
48917,14469
31719,9101
27397,11966
71494,10947
58603,13544
33769,11167
5051,10755
23286,13508
22006,11915
30928,9223
4711,14568
54949,9176
74557,8012
62703,12019
4532,14991
14041,9907
72282,13545
47816,7646
46598,12815
77811,8839
61126,11139
70151,9765
74403,10733
11997,10276
62162,7352
75191,13589
60289,11554
74633,5750
68490,11581
61336,11780
76681,13079
892,7130
26204,11954
28115,6109
44211,9146
20649,10215
41930,11991
1158,14614
75677,14787
60622,14967
64011,8542
63640,14058
71228,15203
13354,7610
54852,7129
57667,14894
56950,12219
27009,11724
28417,7229
41023,9720
78990,11600
2483,9403
30618,10521
18071,7015
67126,14362
31735,12552
65969,15282
37176,6951
19898,9337
16018,7893
60802,9755
55558,7086
64189,9694
27324,6379
50272,7864
63164,13503
28915,7608
39875,10866
50006,9126
20202,13405
13748,6843
11941,8675
71289,8468
79164,6701
72236,10940
66525,6601
48999,6231
73739,7793
2684,12959
5319,14447
33700,8500
51142,5546
13403,8484
20962,13651
3287,7191
37762,13827
79462,10832
28803,13452
73289,15396
68061,14788
43224,5963
55975,6122
2335,12843
60082,6624
39288,7116
46843,11672
13955,14737
50198,5687
79448,13499
79820,14822
66186,13692
65433,14944
62970,8099
41569,6761
66008,6239
60427,9982
5317,7954
4804,13416
29994,12368
44064,11857
36735,8799
27166,15448
68304,11985
77427,11864
27142,13681
57588,10106
2709,6619
59762,15446
73374,8140
38294,12951
65024,11162
69137,8677
28682,13643
25881,14925
21358,6223
65607,11679
28965,11164
22612,5522
45409,11924
57886,5573
1272,11250
26657,10168
63959,15066
29657,10249
75287,7830
4512,5857
55710,14782
42184,6685
11682,10162
32208,8035
13884,13074
16448,13496
54698,8018
49243,9593
62988,6246
34806,12580
8853,10577
15596,7386
25810,8893
53784,13233
386,14853
23655,10924
5897,12775
57688,13007
17500,6711
3696,13500
21692,9191
28613,8729
44490,9876
66678,11960
75415,8796
50044,5617
59432,6624
15634,8359
62917,10363
9882,15299
79091,15052
10811,5978
29946,6467
12134,9694
46015,8492
61750,14018
79273,7665
50115,7332
61356,14430
19027,14725
47655,14375
72835,9470
21589,6573
17143,14084
38028,13514
51878,5880
4563,5808
39196,10737
42118,9685
67914,6964
55518,8679
26000,9664
11934,10131
153,9339
2047,6054
1824,13355
43545,5736
7057,13454
604,6135
71023,10518
43519,13170
78600,11956
53815,10910
19409,14045
39802,6054
63134,10158
9842,8817
41010,14475
69478,11892
36007,13998
15991,13594
32106,7012
67390,14209
67812,14554
70502,15479
65195,12105
62849,11168
79606,5670
44321,13576
74887,11585
61155,13364
3979,12974
29861,15619
42140,7865
64499,6684
73674,6045
20654,11947
52137,6792
55978,10218
70520,12448
426,8030
79005,7758
73617,8764
37941,9650
16541,12508
41575,15522
52593,14163
52390,12033
35339,14348
44862,10403
59187,6728
29146,8640
70635,11765
53626,15287
55675,13898
9055,7948
69698,8094
17344,9409
67026,14310
65272,6001
20299,11681
49400,12008
13611,13310
57603,11630
48435,14207
12710,14326
54152,8353
35814,6818
585,11780
73795,12882
77291,9920
62045,14111
31194,11289
56704,9331
50183,8056
32695,14443
23118,9148
78140,12860
6147,7113
60521,14131
79896,7543
68744,8120
79622,7048
71958,9935
33287,7678
60052,11567
72882,12147
12587,10034
47375,11587
34320,10713
38394,6645
10203,7524
57207,6975
21447,14202
9310,13399
6046,11770
29854,9118
48400,5988
61663,12823
42612,15130
35441,9457
4419,6977
65284,9826
5467,11324
30023,10534
40380,8459
69242,9990
70011,10253
45412,15536
72066,7674
40740,8608
31454,7302
60274,10005
78155,6217
58400,11445
73383,8241
65885,11985
4617,7791
23675,8822
41182,7769
67467,9054
31061,9658
25551,9483
43532,10216
45340,8050
35365,13417
35323,12520
68172,7695
64031,9936
44351,9523
26360,7006
14067,13567
18402,7025
15153,7352
46324,9058
25292,8076
17924,9974
3952,9565
61123,12494
58784,9675
54244,11396
56328,15254
4380,7479
45461,11902
30007,11974
25179,9430
66843,14301
63123,8110
6845,11368
17635,7263
60052,6366
43748,10904
11533,7403
29946,9975
57244,15242
28670,9577
30268,7517
22388,8243
55899,7748
54736,11571
31321,8230
59681,15211
13412,15604
71924,9374
32005,6682
42004,15122
72376,11548
21162,10757
11539,15138
59479,8141
72552,10879
52261,6980
55552,13839
40971,12449
42545,12977
22950,9902
42506,15960
6768,11348
17336,8436
39547,7752
27320,9035
19445,8871
45537,12724
38116,10505
61940,12913
38546,8383
27158,10494
6850,10838
22188,10678
49324,12301
55844,12820
71000,9319
9665,7912
16743,8813
21949,12721
74647,8621
28963,14318
79743,14652
72684,13403
75088,13480
24347,13169
34559,14655
49265,14474
47371,11022
74406,11117
64080,7813
38624,11284
52495,11086
64417,9519
9805,13721
18853,12834
40782,12547
77150,12939
12011,15903
71826,13398
78254,6194
15419,8277
40628,14234
14847,11024
78784,9294
36244,6863
75689,14170
53107,12587
37840,8746
37428,6954
11888,15631
54023,11336
44881,11590
46884,14246
681,15054
15155,9032
25828,7728
79710,13669
53995,13816
68237,9058
8379,8739
32569,15581
39645,14294
22013,10132
78474,9056
33398,8323
32409,13265
24529,11900
58732,15202
44033,9457
5013,15582
45912,15328
46055,8015
57675,13743
32454,6628
27079,11234
73046,14532
8372,14724
39379,14097
57985,7199
75101,11949
31031,9998
74927,8803
12468,13807
12768,14508
11601,7774
62487,6752
42665,16149
23032,11706
20734,10828
39746,9122
41703,10707
46380,6668
62258,13664
15638,14727
31918,9605
62592,12217
37618,8223
262,11731
9848,11294
26155,11558
58851,11190
63395,6850
49405,13444
60544,8803
26708,7352
34007,14901
26673,13555
56424,12296
65575,9215
66619,14618
21883,14454
49138,13067
45800,7273
61820,12113
21960,11429
29232,15253
64882,9068
11247,11429
56619,7151
13262,13738
3864,10732
52689,11684
50486,14231
40148,14572
60515,6586
13592,14008
56729,10610
58208,14978
43565,9559
1395,15722
8222,10352
71884,10912
19624,6385
17191,13957
72005,9877
19180,13894
51039,12665
58849,7236
8062,6338
55028,15673
23158,15645
53544,14580
28028,12526
51226,13056
8160,6829
25848,14086
53749,8430
66393,9665
28075,15632
30102,9344
32913,13515
53074,10124
63176,11139
45987,7855
4966,8450
4662,7840
54862,15624
79875,12824
56886,6576
15335,15292
70799,8652
68189,10677
59240,16301
70650,15130
37110,8371
31338,9913
17683,9112
7036,11118
12571,10878
9068,9175
16726,10516
1701,10244
30195,13825
40591,13112
31323,13368
52348,14369
2559,10912
14087,11863
33028,14097
41430,6605
19300,11273
6778,11329
37026,10450
59758,16129
20641,12899
11252,8958
38820,7667
66559,8568
43142,11823
65668,7927
34071,7540
46116,10509
26661,8637
77361,7519
70110,9314
78499,10682
42322,11105
64193,8447
24428,11824
42999,12004
33610,11285
19101,15999
17715,15907
3972,15119
75413,9116
77460,9280
39712,13141
54810,10033
26012,14795
72488,7241
29442,10292
60757,9719
9331,12217
7429,10729
9859,15836
76344,15101
63569,9675
56379,13489
20492,7304
24145,15133
36892,15053
15862,14831
31474,9269
53155,7317
37700,12327
21748,8558
70537,7968
30404,7049
48518,10619
26499,13402
24136,12663
35464,11860
75866,9356
20494,8525
23668,10581
68400,8430
9978,7761
65165,13681
37133,8418
2251,12515
17165,14524
12359,12309
24060,12178
6089,6686
42453,12982
42032,11605
2268,15375
77872,16247
22564,8684
77292,12619
47325,14963
45974,13664
32453,11025
66754,14157
33320,10903
2626,6919
75700,12633
34236,8785
41143,13885
55800,13165
65407,12100
58385,16454
65419,8580
37767,11364
63895,14883
9720,9066
28202,13345
31708,12546
18077,12646
24469,15311
26392,8599
11509,7057
39917,7504
1752,14316
15666,13631
67393,14026
54588,15802
23295,12537
75557,13796
15205,14357
2368,15021
60457,8626
3878,11535
32367,9556
58616,16292
15122,12298
43261,16338
67154,12436
67940,14594
70569,10078
55758,15452
52942,10190
23562,10024
37165,7522
59834,11396
25728,14750
39866,16433
19277,8229
49138,10779
79044,8909
68909,13369
2465,9208
6307,15799
77720,10708
34794,7000
19135,12902
50630,8195
25254,12613
15333,8897
18426,11802
47318,10429
52456,7377
3251,13884
15755,11768
55381,6737
40180,9980
74348,7513
57979,12867
22254,12202
59789,11889
28137,16371
40127,11077
36649,11854
57493,16170
61275,8374
67195,6671
58295,14339
31424,8224
21315,8325
34540,14895
13598,6916
47563,11467
42326,7522
64253,16126
48213,15581
48354,14278
64287,12427
44641,13536
32017,10296
61731,11081
53835,8734
44393,14118
2764,8203
69497,16009
36172,9276
7396,14675
5811,9367
60467,16523
33536,10923
79819,14947
70073,11788
43819,10667
77815,9396
59719,7012
14316,16561
72968,7495
42893,7059
52890,10624
8169,15442
26033,15098
24145,8879
21849,15709
52368,9915
41429,16100
39641,11530
44504,15190
18560,13718
46380,7298
23226,12057
76219,13697
69951,8059
38332,14120
19276,11142
13005,9581
43279,9798
40913,10092
3239,7578
6446,8838
43955,9928
29356,8170
45648,13453
17670,11384
76785,8497
79816,16161
60236,11706
63507,8362
68915,13306
24252,8413
47961,8634
65902,12047
5404,6806
29292,10806
57811,11044
58935,16359
27656,16549
45149,15867
44785,14842
66862,9909
49030,12801
12519,16539
79543,6896
9674,14149
54072,13941
67364,11319
39565,13370
17187,13379
44905,11044
7826,14219
51024,15492
17987,14244
74273,12006
65635,12204
21417,8888
62204,13761
44953,7969
29989,10194
51525,11721
56989,14520
12556,11851
12328,13600
54522,9806
64450,8246
1597,13994
72545,10439
55434,7841
40493,13778
52151,9540
19086,12271
32372,6919
9683,11920
187,12028
43222,7030
38375,9284
27590,15538
30641,7913
33438,15857
35163,12118
3653,12159
41633,9630
32077,10802
21561,15946
9677,14824
15894,12556
32710,14379
34426,8127
8985,13705
39153,14105
73756,13031
41424,7758
57197,9133
13202,9804
9506,10736
21155,10552
27553,6968
52521,14342
54347,7909
33868,13908
7394,13390
20447,13334
25962,10331
55721,8469
66354,8520
67403,16871
13526,7258
57837,7209
71869,7934
20826,16270
25067,8828
57414,9594
76147,15392
38442,9126
28904,8682
24295,9709
34946,14810
22048,12544
57463,10972
357,8007
15689,9784
57899,7128
74973,8884
29459,8390
9797,10051
20869,12735
17379,8410
28423,16487
12485,16548
70071,9433
1532,9858
45533,9401
51880,15879
5728,13302
63651,10976
34987,13856
68254,13276
58354,7686
31986,10508
1980,10652
73814,13391
15738,12420
18483,13330
45600,11863
76755,14625
56424,11441
4261,14647
70784,8854
3536,13403
20057,15030
37701,9914
45850,16237
74836,11561
74959,11847
10559,14027
58411,11007
58548,13974
51523,15471
57489,10526
59371,9905
79155,7935
22406,13416
39794,12333
79704,13192
63335,16095
19101,12685
5745,10068
14341,12387
16969,13385
22531,9941
30371,12405
53579,9783
25230,15368
15846,15093
26352,11002
8196,9350
41903,15891
59841,15005
14966,7555
897,12290
61519,13031
29163,10460
6537,7867
59242,7577
5113,11641
27672,14875
44342,7914
42737,14946
48295,13324
45047,11419
69788,14178
15435,14242
19839,7818
46162,15849
58425,16764
13067,13244
53916,11509
36388,9806
37013,14951
34514,14215
43517,12713
23300,10322
4508,13315
36328,7400
44916,8380
71789,7278
49174,16052
23072,7218
41595,11583
51139,16555
78562,8810
69491,7562
23223,16311
34699,9625
34070,14442
55535,7256
53852,13793
38487,15292
62156,11490
24224,10051
48994,16000
61522,8606
71110,13580
29112,13098
10309,13729
38302,13269
75716,9260
46775,14516
51155,12340
74849,17125
938,11633
48321,14315
3883,16708
37376,14206
53884,10965
71861,7985
27552,14381
69491,9913
21760,14454
2863,8861
9019,15708
18636,12500
38070,15659
9089,11254
10458,15000
18977,9321
55378,7735
19519,8011
59482,13832
76556,8439
47848,10925
36094,9040
18622,16249
64482,13704
63139,14987
66736,12828
59249,16164
69216,13440
55963,10175
69267,11335
38989,13394
137,10991
26271,14825
51893,12924
11613,8015
14068,8603
16953,10073
42975,11562
36067,7672
10734,13680
63058,9576
44379,16178
17363,8984
10199,14387
65290,16585
53608,13125
20019,16497
16860,13456
48849,13917
17590,9458
50404,14667
70726,13970
3471,7628
26622,13694
72116,10446
74894,15384
9294,9291
51022,9376
8393,11586
38239,12224
51851,9816
46706,14084
9430,12315
49780,7387
14379,16101
37671,13070
51441,8722
46820,15260
31243,7365
26526,9125
74444,11668
42251,9663
74372,14383
49005,9727
27374,16773
36101,10039
37221,15565
69282,12334
12441,16200
74079,8541
42201,10848
5114,13573
23694,15211
13434,11175
42566,16318
31848,14708
1228,15609
53909,8299
56305,13123
24746,16237
28221,9566
6557,15632
36538,13012
78355,14570
67640,12060
1516,8155
40590,16681
44649,13467
10826,16093
19747,16722
28882,11619
34757,16788
32593,9059
46804,15020
11110,9177
74775,14846
44101,7719
57339,17404
4712,9836
40504,12926
42057,14947
35423,9689
28086,15496
35963,12809
8961,13518
25062,14463
10613,10157
53785,11763
73537,11750
63548,15916
46135,10640
14478,13951
52431,10533
28761,12623
76733,7494
26031,15208
76834,13389
79202,16784
19578,7635
8411,8444
57385,16117
46716,11865
12778,7842
64964,14134
5471,15844
417,9624
10796,7935
3585,12511
74227,15970
10306,16714
54297,8021
22345,13502
18589,8985
28301,16100
9599,15249
75945,11434
72796,9493
38910,14325
36700,15766
69800,13808
50359,9156
26099,15312
36512,16667
71509,12246
64803,16842
70250,16711
14669,16357
70992,12783
15525,16047
75446,16540
23910,10122
17120,11054
